JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,,,,,
"Result of I B.Tech II Semester (R19/R20) Regular/Supplementary Examinations, August-2022",,,,,
,College name: ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY:P3,,,,
-----------------------------------------------------------------------------------------------------------------------,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0309,R201210,ENGINEERING MECHANICS,18,ABSENT,0
20P31A0310,R201201,MATHEMATICS-II,21,F,0
20P31A0310,R201202,ENGINEERING CHEMISTRY,12,F,0
20P31A0310,R201254,THERMODYNAMICS,22,F,0
20P31A0311,R201201,MATHEMATICS-II,21,F,0
20P31A0311,R201202,ENGINEERING CHEMISTRY,17,F,0
20P31A0312,R201202,ENGINEERING CHEMISTRY,10,F,0
20P31A0312,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0312,R201254,THERMODYNAMICS,20,F,0
20P31A0313,R201201,MATHEMATICS-II,15,F,0
20P31A0313,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0314,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0315,R201201,MATHEMATICS-II,16,F,0
20P31A0315,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0315,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0316,R201201,MATHEMATICS-II,19,F,0
20P31A0316,R201210,ENGINEERING MECHANICS,21,F,0
20P31A0318,R201201,MATHEMATICS-II,22,F,0
20P31A0318,R201202,ENGINEERING CHEMISTRY,12,F,0
20P31A0318,R201254,THERMODYNAMICS,23,F,0
20P31A0320,R201201,MATHEMATICS-II,21,F,0
20P31A0320,R201202,ENGINEERING CHEMISTRY,10,ABSENT,0
20P31A0320,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0322,R201201,MATHEMATICS-II,22,F,0
20P31A0322,R201202,ENGINEERING CHEMISTRY,11,F,0
20P31A0322,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0322,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0322,R201254,THERMODYNAMICS,23,F,0
20P31A0323,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0324,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0324,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0325,R201201,MATHEMATICS-II,21,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0325,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0327,R201210,ENGINEERING MECHANICS,9,F,0
20P31A0328,R201201,MATHEMATICS-II,22,F,0
20P31A0328,R201202,ENGINEERING CHEMISTRY,11,F,0
20P31A0328,R201210,ENGINEERING MECHANICS,24,F,0
20P31A0328,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,23,F,0
20P31A0328,R201254,THERMODYNAMICS,24,F,0
20P31A0329,R201254,THERMODYNAMICS,22,F,0
20P31A0331,R201201,MATHEMATICS-II,20,F,0
20P31A0331,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0331,R201254,THERMODYNAMICS,23,F,0
20P31A0334,R201201,MATHEMATICS-II,21,E,3
20P31A0334,R201210,ENGINEERING MECHANICS,24,F,0
20P31A0334,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0334,R201254,THERMODYNAMICS,24,F,0
20P31A0335,R201202,ENGINEERING CHEMISTRY,11,F,0
20P31A0335,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0335,R201254,THERMODYNAMICS,22,F,0
20P31A0336,R201201,MATHEMATICS-II,15,F,0
20P31A0336,R201202,ENGINEERING CHEMISTRY,12,F,0
20P31A0336,R201210,ENGINEERING MECHANICS,19,F,0
20P31A0336,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0341,R201201,MATHEMATICS-II,20,F,0
20P31A0341,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0342,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0342,R201210,ENGINEERING MECHANICS,19,F,0
20P31A0342,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0344,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0344,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0344,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0348,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0348,R201210,ENGINEERING MECHANICS,20,E,3
20P31A0348,R201254,THERMODYNAMICS,23,F,0
20P31A0349,R201201,MATHEMATICS-II,20,F,0
20P31A0349,R201202,ENGINEERING CHEMISTRY,21,F,0
20P31A0349,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,F,0
20P31A0350,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0351,R201201,MATHEMATICS-II,20,F,0
20P31A0351,R201210,ENGINEERING MECHANICS,23,F,0
20P31A0351,R201254,THERMODYNAMICS,21,F,0
20P31A0352,R201201,MATHEMATICS-II,20,F,0
20P31A0353,R201201,MATHEMATICS-II,20,C,3
20P31A0353,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0354,R201201,MATHEMATICS-II,19,F,0
20P31A0354,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0354,R201210,ENGINEERING MECHANICS,20,F,0
20P31A0355,R201210,ENGINEERING MECHANICS,20,C,3
20P31A0356,R201202,ENGINEERING CHEMISTRY,21,F,0
20P31A0356,R201210,ENGINEERING MECHANICS,21,F,0
20P31A0357,R201201,MATHEMATICS-II,20,F,0
20P31A0357,R201202,ENGINEERING CHEMISTRY,19,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0357,R201210,ENGINEERING MECHANICS,21,F,0
20P31A0357,R201254,THERMODYNAMICS,23,F,0
20P31A0359,R201201,MATHEMATICS-II,21,F,0
20P31A0359,R201202,ENGINEERING CHEMISTRY,17,F,0
20P31A0359,R201210,ENGINEERING MECHANICS,20,F,0
20P31A0359,R201254,THERMODYNAMICS,22,F,0
20P31A0361,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A0361,R201254,THERMODYNAMICS,22,F,0
20P31A0363,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0363,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,21,F,0
20P31A0366,R201201,MATHEMATICS-II,18,F,0
20P31A0366,R201254,THERMODYNAMICS,23,F,0
20P31A0367,R201201,MATHEMATICS-II,17,F,0
20P31A0368,R201201,MATHEMATICS-II,20,F,0
20P31A0368,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0368,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0368,R201254,THERMODYNAMICS,20,ABSENT,0
20P31A0373,R201201,MATHEMATICS-II,20,F,0
20P31A0373,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0373,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0373,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,21,F,0
20P31A0373,R201254,THERMODYNAMICS,22,F,0
20P31A0374,R201201,MATHEMATICS-II,20,E,3
20P31A0375,R201201,MATHEMATICS-II,22,F,0
20P31A0375,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0375,R201210,ENGINEERING MECHANICS,22,F,0
20P31A0375,R201254,THERMODYNAMICS,21,F,0
20P31A0376,R201210,ENGINEERING MECHANICS,21,F,0
20P31A0376,R201254,THERMODYNAMICS,21,F,0
20P31A0378,R201202,ENGINEERING CHEMISTRY,17,ABSENT,0
20P31A0378,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0378,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,F,0
20P31A0378,R201254,THERMODYNAMICS,20,F,0
20P31A0380,R201201,MATHEMATICS-II,20,F,0
20P31A0380,R201202,ENGINEERING CHEMISTRY,13,F,0
20P31A0380,R201210,ENGINEERING MECHANICS,18,F,0
20P31A0380,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,F,0
20P31A0380,R201254,THERMODYNAMICS,15,F,0
20P31A0383,R201201,MATHEMATICS-II,16,F,0
20P31A0383,R201202,ENGINEERING CHEMISTRY,15,F,0
20P31A0383,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0383,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,F,0
20P31A0383,R201254,THERMODYNAMICS,20,F,0
20P31A0384,R201201,MATHEMATICS-II,17,E,3
20P31A0384,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A0384,R201254,THERMODYNAMICS,21,F,0
20P31A0385,R201201,MATHEMATICS-II,18,F,0
20P31A0385,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0385,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0385,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A0385,R201254,THERMODYNAMICS,19,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0386,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0387,R201201,MATHEMATICS-II,21,F,0
20P31A0387,R201202,ENGINEERING CHEMISTRY,17,F,0
20P31A0387,R201210,ENGINEERING MECHANICS,15,F,0
20P31A0387,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,F,0
20P31A0387,R201254,THERMODYNAMICS,20,F,0
20P31A0388,R201201,MATHEMATICS-II,19,F,0
20P31A0388,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0388,R201210,ENGINEERING MECHANICS,19,E,3
20P31A0388,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,18,F,0
20P31A0388,R201254,THERMODYNAMICS,21,F,0
20P31A0389,R201201,MATHEMATICS-II,18,F,0
20P31A0389,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0389,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0389,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,F,0
20P31A0389,R201254,THERMODYNAMICS,23,F,0
20P31A0390,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0390,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0390,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,23,F,0
20P31A0390,R201254,THERMODYNAMICS,20,F,0
20P31A0392,R201201,MATHEMATICS-II,20,F,0
20P31A0392,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A0392,R201210,ENGINEERING MECHANICS,18,F,0
20P31A0392,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,21,F,0
20P31A0392,R201254,THERMODYNAMICS,21,E,3
20P31A0393,R201201,MATHEMATICS-II,20,F,0
20P31A0393,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,ABSENT,0
20P31A0393,R201254,THERMODYNAMICS,24,F,0
20P31A0394,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A0394,R201254,THERMODYNAMICS,23,E,3
20P31A0395,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0395,R201210,ENGINEERING MECHANICS,17,F,0
20P31A0395,R201254,THERMODYNAMICS,21,F,0
20P31A0398,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A0398,R201210,ENGINEERING MECHANICS,19,F,0
20P31A0398,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,21,F,0
20P31A0398,R201254,THERMODYNAMICS,20,F,0
20P31A0399,R201201,MATHEMATICS-II,21,F,0
20P31A0399,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A0399,R201210,ENGINEERING MECHANICS,20,F,0
20P31A03A0,R201201,MATHEMATICS-II,20,F,0
20P31A03A0,R201202,ENGINEERING CHEMISTRY,19,ABSENT,0
20P31A03A0,R201210,ENGINEERING MECHANICS,19,F,0
20P31A03A2,R201201,MATHEMATICS-II,18,D,3
20P31A03A2,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A03A2,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,E,3
20P31A03A2,R201254,THERMODYNAMICS,21,F,0
20P31A03A4,R201210,ENGINEERING MECHANICS,20,E,3
20P31A03A5,R201201,MATHEMATICS-II,22,F,0
20P31A03A5,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A03A5,R201210,ENGINEERING MECHANICS,18,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A03A5,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,23,F,0
20P31A03A5,R201254,THERMODYNAMICS,20,F,0
20P31A03A6,R201201,MATHEMATICS-II,18,F,0
20P31A03A6,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A03A6,R201210,ENGINEERING MECHANICS,22,F,0
20P31A03A6,R201254,THERMODYNAMICS,15,F,0
20P31A03A7,R201210,ENGINEERING MECHANICS,23,F,0
20P31A03B1,R201202,ENGINEERING CHEMISTRY,21,F,0
20P31A03B1,R201210,ENGINEERING MECHANICS,21,F,0
20P31A03B1,R201254,THERMODYNAMICS,19,F,0
20P31A03B4,R201201,MATHEMATICS-II,18,F,0
20P31A03B4,R201202,ENGINEERING CHEMISTRY,15,F,0
20P31A03B5,R201201,MATHEMATICS-II,18,F,0
20P31A03B5,R201202,ENGINEERING CHEMISTRY,13,F,0
20P31A03B5,R201210,ENGINEERING MECHANICS,22,E,3
20P31A03B5,R201254,THERMODYNAMICS,19,F,0
20P31A03B6,R201201,MATHEMATICS-II,18,F,0
20P31A03B6,R201202,ENGINEERING CHEMISTRY,19,F,0
20P31A03B6,R201210,ENGINEERING MECHANICS,22,F,0
20P31A03B6,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,21,E,3
20P31A03B6,R201254,THERMODYNAMICS,16,F,0
20P31A03B7,R201201,MATHEMATICS-II,21,F,0
20P31A03B7,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A03B8,R201202,ENGINEERING CHEMISTRY,17,F,0
20P31A03B8,R201210,ENGINEERING MECHANICS,22,F,0
20P31A03B8,R201254,THERMODYNAMICS,16,F,0
20P31A03C0,R201210,ENGINEERING MECHANICS,24,F,0
20P31A03C0,R201254,THERMODYNAMICS,15,F,0
20P31A03C1,R201210,ENGINEERING MECHANICS,21,F,0
20P31A03C1,R201254,THERMODYNAMICS,18,F,0
20P31A03C2,R201201,MATHEMATICS-II,20,F,0
20P31A03C2,R201202,ENGINEERING CHEMISTRY,15,ABSENT,0
20P31A03C2,R201210,ENGINEERING MECHANICS,22,F,0
20P31A03C2,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A03C2,R201254,THERMODYNAMICS,18,F,0
20P31A03C3,R201201,MATHEMATICS-II,22,F,0
20P31A03C4,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A03C7,R201201,MATHEMATICS-II,16,F,0
20P31A03C7,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A03C7,R201210,ENGINEERING MECHANICS,19,F,0
20P31A03C7,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,F,0
20P31A03C7,R201254,THERMODYNAMICS,15,F,0
20P31A03C8,R201210,ENGINEERING MECHANICS,23,F,0
20P31A03C9,R201202,ENGINEERING CHEMISTRY,18,F,0
20P31A03C9,R201210,ENGINEERING MECHANICS,23,F,0
20P31A03D3,R201201,MATHEMATICS-II,22,F,0
20P31A03D3,R201202,ENGINEERING CHEMISTRY,21,F,0
20P31A03D3,R201210,ENGINEERING MECHANICS,22,F,0
20P31A03D3,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,23,D,3
20P31A03D3,R201254,THERMODYNAMICS,17,F,0
20P31A03D4,R201201,MATHEMATICS-II,21,D,3
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A03D4,R201210,ENGINEERING MECHANICS,23,E,3
20P31A03D5,R201202,ENGINEERING CHEMISTRY,16,F,0
20P31A03D5,R201210,ENGINEERING MECHANICS,19,E,3
20P31A03D5,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,F,0
20P31A03D8,R201202,ENGINEERING CHEMISTRY,20,F,0
20P31A03D8,R201210,ENGINEERING MECHANICS,23,F,0
20P31A03D8,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A03D8,R201254,THERMODYNAMICS,15,F,0
20P31A03D9,R201201,MATHEMATICS-II,19,F,0
20P31A03D9,R201202,ENGINEERING CHEMISTRY,14,F,0
20P31A03D9,R201210,ENGINEERING MECHANICS,23,F,0
20P31A03D9,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,22,F,0
20P31A03D9,R201254,THERMODYNAMICS,16,F,0
20P31A0401,R201201,MATHEMATICS-II,18,D,3
20P31A0401,R201213,NETWORK ANALYSIS,21,F,0
20P31A0405,R201207,APPLIED PHYSICS,7,F,0
20P31A0405,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,13,ABSENT,0
20P31A0405,R201213,NETWORK ANALYSIS,14,ABSENT,0
20P31A0405,R201214,BASIC ELECTRICAL ENGINEERING,13,ABSENT,0
20P31A0407,R201207,APPLIED PHYSICS,20,F,0
20P31A0407,R201213,NETWORK ANALYSIS,20,F,0
20P31A0408,R201207,APPLIED PHYSICS,22,F,0
20P31A0408,R201213,NETWORK ANALYSIS,23,ABSENT,0
20P31A0411,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
20P31A0412,R201201,MATHEMATICS-II,13,F,0
20P31A0412,R201207,APPLIED PHYSICS,11,F,0
20P31A0412,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,12,F,0
20P31A0412,R201213,NETWORK ANALYSIS,20,ABSENT,0
20P31A0412,R201214,BASIC ELECTRICAL ENGINEERING,16,F,0
20P31A0413,R201201,MATHEMATICS-II,14,F,0
20P31A0413,R201207,APPLIED PHYSICS,16,F,0
20P31A0419,R201201,MATHEMATICS-II,9,F,0
20P31A0419,R201207,APPLIED PHYSICS,14,F,0
20P31A0419,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
20P31A0420,R201213,NETWORK ANALYSIS,20,D,3
20P31A0421,R201201,MATHEMATICS-II,16,C,3
20P31A0440,R201201,MATHEMATICS-II,13,F,0
20P31A0440,R201207,APPLIED PHYSICS,14,ABSENT,0
20P31A0441,R201201,MATHEMATICS-II,17,ABSENT,0
20P31A0442,R201213,NETWORK ANALYSIS,19,F,0
20P31A0445,R201213,NETWORK ANALYSIS,17,D,3
20P31A0447,R201201,MATHEMATICS-II,14,F,0
20P31A0447,R201207,APPLIED PHYSICS,15,ABSENT,0
20P31A0447,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,F,0
20P31A0447,R201213,NETWORK ANALYSIS,16,F,0
20P31A0447,R201214,BASIC ELECTRICAL ENGINEERING,13,F,0
20P31A0451,R201201,MATHEMATICS-II,17,F,0
20P31A0459,R201201,MATHEMATICS-II,17,E,3
20P31A0459,R201207,APPLIED PHYSICS,13,F,0
20P31A0459,R201213,NETWORK ANALYSIS,18,F,0
20P31A0467,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0467,R201213,NETWORK ANALYSIS,18,F,0
20P31A0468,R201201,MATHEMATICS-II,15,F,0
20P31A0470,R201201,MATHEMATICS-II,9,F,0
20P31A0470,R201207,APPLIED PHYSICS,11,ABSENT,0
20P31A0470,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,9,F,0
20P31A0470,R201213,NETWORK ANALYSIS,9,F,0
20P31A0470,R201214,BASIC ELECTRICAL ENGINEERING,16,F,0
20P31A0472,R201213,NETWORK ANALYSIS,16,F,0
20P31A0476,R201213,NETWORK ANALYSIS,18,F,0
20P31A0477,R201213,NETWORK ANALYSIS,23,F,0
20P31A0479,R201201,MATHEMATICS-II,18,F,0
20P31A0479,R201207,APPLIED PHYSICS,14,F,0
20P31A0479,R201213,NETWORK ANALYSIS,5,F,0
20P31A0482,R201213,NETWORK ANALYSIS,24,F,0
20P31A0483,R201213,NETWORK ANALYSIS,21,F,0
20P31A0485,R201213,NETWORK ANALYSIS,19,F,0
20P31A0485,R201214,BASIC ELECTRICAL ENGINEERING,20,D,3
20P31A0487,R201201,MATHEMATICS-II,5,F,0
20P31A0487,R201207,APPLIED PHYSICS,3,F,0
20P31A0487,R201213,NETWORK ANALYSIS,5,E,3
20P31A0488,R201213,NETWORK ANALYSIS,25,F,0
20P31A0492,R201213,NETWORK ANALYSIS,24,B,3
20P31A0497,R201201,MATHEMATICS-II,20,F,0
20P31A04A6,R201207,APPLIED PHYSICS,18,E,3
20P31A04A6,R201213,NETWORK ANALYSIS,22,F,0
20P31A04A7,R201201,MATHEMATICS-II,20,D,3
20P31A04A7,R201207,APPLIED PHYSICS,20,F,0
20P31A04B5,R201201,MATHEMATICS-II,21,E,3
20P31A04B5,R201213,NETWORK ANALYSIS,21,D,3
20P31A04B6,R201213,NETWORK ANALYSIS,19,F,0
20P31A04B8,R201201,MATHEMATICS-II,12,F,0
20P31A04B8,R201207,APPLIED PHYSICS,14,F,0
20P31A04B8,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,D,3
20P31A04B8,R201213,NETWORK ANALYSIS,21,F,0
20P31A04B8,R201214,BASIC ELECTRICAL ENGINEERING,10,E,3
20P31A04C0,R201213,NETWORK ANALYSIS,18,F,0
20P31A04C2,R201213,NETWORK ANALYSIS,23,F,0
20P31A04C6,R201213,NETWORK ANALYSIS,21,F,0
20P31A04D6,R201201,MATHEMATICS-II,17,ABSENT,0
20P31A04E4,R201201,MATHEMATICS-II,22,F,0
20P31A04E5,R201201,MATHEMATICS-II,21,F,0
20P31A04E5,R201207,APPLIED PHYSICS,17,F,0
20P31A04E9,R201207,APPLIED PHYSICS,16,F,0
20P31A04F6,R201201,MATHEMATICS-II,21,D,3
20P31A04J8,R201201,MATHEMATICS-II,21,F,0
20P31A04K3,R201207,APPLIED PHYSICS,17,F,0
20P31A04K6,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
20P31A04K9,R201207,APPLIED PHYSICS,14,F,0
20P31A04M2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
20P31A04M5,R201213,NETWORK ANALYSIS,20,F,0
20P31A04M5,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A04M7,R201201,MATHEMATICS-II,5,ABSENT,0
20P31A04M7,R201207,APPLIED PHYSICS,12,F,0
20P31A04M7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,10,F,0
20P31A04M7,R201213,NETWORK ANALYSIS,5,F,0
20P31A04M7,R201214,BASIC ELECTRICAL ENGINEERING,8,F,0
20P31A04M9,R201201,MATHEMATICS-II,15,F,0
20P31A04M9,R201207,APPLIED PHYSICS,16,F,0
20P31A04M9,R201213,NETWORK ANALYSIS,20,F,0
20P31A04N0,R201201,MATHEMATICS-II,20,F,0
20P31A04N1,R201213,NETWORK ANALYSIS,23,D,3
20P31A04N3,R201201,MATHEMATICS-II,14,F,0
20P31A04N3,R201207,APPLIED PHYSICS,16,F,0
20P31A04N3,R201213,NETWORK ANALYSIS,17,F,0
20P31A04N5,R201207,APPLIED PHYSICS,14,E,3
20P31A04N5,R201213,NETWORK ANALYSIS,17,F,0
20P31A04N7,R201207,APPLIED PHYSICS,19,F,0
20P31A04O0,R201207,APPLIED PHYSICS,14,F,0
20P31A04O0,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,11,F,0
20P31A04O0,R201214,BASIC ELECTRICAL ENGINEERING,11,F,0
20P31A04O1,R201213,NETWORK ANALYSIS,23,C,3
20P31A04O4,R201213,NETWORK ANALYSIS,20,F,0
20P31A0516,R201201,MATHEMATICS-II,22,F,0
20P31A0516,R201216,COMPUTER ORGANIZATION,16,F,0
20P31A0516,R201218,DATA STRUCTURES,17,F,0
20P31A0516,R201225,PYTHON PROGRAMMING,17,F,0
20P31A0519,R201216,COMPUTER ORGANIZATION,19,F,0
20P31A0519,R201218,DATA STRUCTURES,16,F,0
20P31A0521,R201201,MATHEMATICS-II,20,F,0
20P31A0521,R201216,COMPUTER ORGANIZATION,14,F,0
20P31A0521,R201218,DATA STRUCTURES,18,F,0
20P31A0527,R201201,MATHEMATICS-II,15,F,0
20P31A0527,R201215,APPLIED CHEMISTRY,16,F,0
20P31A0527,R201216,COMPUTER ORGANIZATION,13,F,0
20P31A0527,R201218,DATA STRUCTURES,13,F,0
20P31A0527,R201225,PYTHON PROGRAMMING,17,F,0
20P31A0528,R201218,DATA STRUCTURES,18,F,0
20P31A0528,R201225,PYTHON PROGRAMMING,23,F,0
20P31A0532,R201201,MATHEMATICS-II,13,F,0
20P31A0532,R201215,APPLIED CHEMISTRY,16,ABSENT,0
20P31A0532,R201216,COMPUTER ORGANIZATION,10,F,0
20P31A0532,R201218,DATA STRUCTURES,15,F,0
20P31A0532,R201225,PYTHON PROGRAMMING,15,ABSENT,0
20P31A0535,R201201,MATHEMATICS-II,20,F,0
20P31A0535,R201215,APPLIED CHEMISTRY,23,C,3
20P31A0535,R201225,PYTHON PROGRAMMING,23,D,3
20P31A0544,R201218,DATA STRUCTURES,15,D,3
20P31A0551,R201201,MATHEMATICS-II,15,F,0
20P31A0551,R201215,APPLIED CHEMISTRY,16,E,3
20P31A0551,R201216,COMPUTER ORGANIZATION,12,F,0
20P31A0551,R201218,DATA STRUCTURES,14,F,0
20P31A0551,R201225,PYTHON PROGRAMMING,18,E,3
Htno,Subcode,Subname,Internals,Grade,Credits
20P31A0553,R201201,MATHEMATICS-II,24,F,0
20P31A0554,R201216,COMPUTER ORGANIZATION,19,F,0
20P31A0558,R201218,DATA STRUCTURES,18,F,0
20P31A0559,R201216,COMPUTER ORGANIZATION,20,F,0
20P31A0565,R201201,MATHEMATICS-II,16,F,0
20P31A0565,R201216,COMPUTER ORGANIZATION,14,F,0
20P31A0565,R201218,DATA STRUCTURES,13,F,0
20P31A0565,R201225,PYTHON PROGRAMMING,21,F,0
20P31A0570,R201201,MATHEMATICS-II,16,F,0
20P31A0570,R201215,APPLIED CHEMISTRY,18,F,0
20P31A0570,R201216,COMPUTER ORGANIZATION,11,F,0
20P31A0570,R201218,DATA STRUCTURES,15,F,0
20P31A0570,R201225,PYTHON PROGRAMMING,19,F,0
20P31A0576,R201201,MATHEMATICS-II,17,E,3
20P31A0578,R201201,MATHEMATICS-II,19,F,0
20P31A0578,R201218,DATA STRUCTURES,16,F,0
20P31A0581,R201215,APPLIED CHEMISTRY,17,F,0
20P31A0581,R201218,DATA STRUCTURES,15,F,0
20P31A0581,R201225,PYTHON PROGRAMMING,20,F,0
20P31A0585,R201201,MATHEMATICS-II,15,F,0
20P31A0585,R201215,APPLIED CHEMISTRY,13,E,3
20P31A0585,R201216,COMPUTER ORGANIZATION,16,E,3
20P31A0585,R201218,DATA STRUCTURES,15,E,3
20P31A0585,R201225,PYTHON PROGRAMMING,18,F,0
20P31A05A3,R201201,MATHEMATICS-II,14,F,0
20P31A05A3,R201216,COMPUTER ORGANIZATION,13,F,0
20P31A05A3,R201225,PYTHON PROGRAMMING,17,E,3
20P31A05A4,R201215,APPLIED CHEMISTRY,15,F,0
20P31A05A4,R201216,COMPUTER ORGANIZATION,15,F,0
20P31A05A4,R201225,PYTHON PROGRAMMING,16,F,0
20P31A05A8,R201215,APPLIED CHEMISTRY,15,F,0
20P31A05A8,R201216,COMPUTER ORGANIZATION,12,F,0
20P31A05A8,R201218,DATA STRUCTURES,12,E,3
20P31A05A8,R201225,PYTHON PROGRAMMING,17,E,3
20P31A05B8,R201201,MATHEMATICS-II,23,F,0
